Image Name,Description,File Name,Extracted Text
03568.png,a man in a suit holding a rifle,03568.png,time to play rich VS the constitution
03574.png,a goat and a baby goat are in the grass,03574.png,puIl up vour pants and back away fron the goatlp
03591.png,a woman wearing glasses and a hat,03591.png,"joins the democrat party to indulge in deep) seated supremacist pproclivities. Thelqing"" minorites also loves black cock"
03615.png,a door with the words ' let the 3 muslims ',03615.png,joke time 3 [usIis Walk into abar
03624.png,a man with a beard and a white hat,03624.png,juslatraditionalmusiimmanmimabeard
03629.png,a dog laying down with the words ' hey may you go home ',03629.png,[hey mam gou gouia go [home MV paremts are Migluing agaim
03642.png,a man and a dog on a bridge,03642.png,wwheu ou catchgour goat with another man
03659.png,a woman with a microphone and a sign,03659.png,"""i hope the electoral college gets Dbeat in the icaa @OUrnament"""
03675.png,a woman is putting a laundry bag into a washing machine,03675.png,bbecause Of trumpv i got fired from My job
03678.png,hillary is looking up at the camera,03678.png,Iock her up and throw away the key
03681.png,a group of men sitting down and talking,03681.png,whem you're muslim but you have oil
03685.png,two soldiers walking in the sand,03685.png,not all angels reside im heaven mamwalk dhe Dbaddlletelld
03691.png,a group of people sitting around a table,03691.png,Koran classuih uhe rohinguapeople
03715.png,a white washing machine with the words great making martinis,03715.png,grealatmaling marumis @ertible atstealing tambouciines
03718.png,a man in a white hat and a black shirt with a goat on it,03718.png,[baaaa-utiful
03728.png,a man holding a newspaper with the words ' i ' m ',03728.png,"stalin:if vou invadle US, Vou break OUF agreememt hitler: LAST APPEAL To ADOLE quicksavig REASON BITLER"
03745.png,a woman sitting at a desk with a laptop,03745.png,vour order comes to $37.50 andgour white privilege discount Dbriings the total t0 $37.50
03751.png,a girl holding a remote control device in front of her face,03751.png,velled catch ! isuear_thuuyhtshe Has ready '
03756.png,a man in a desert with a gun,03756.png,white zeople Iave [ right d0 live inafrica_ but it'$ a blackman's right t0 live in any europeam coQmU] he chooses?
03759.png,hillary mememememememememememememememememememe,03759.png,what's the difference hetween hillary and putin? putin actually wins the elections he riys
03764.png,a man with a long beard and a beard,03764.png,"[ back dag [cings alll Ube goats do Ube pard and thev're like allah akbar and then 1'I put a homh in a car, t""uteach u but have I10 arms"
03765.png,a man sitting on a bench with a cup,03765.png,AIBILaU HT aLabuSsambtea Suubhulsll IbbHajOFtOIRaIp! SbbL Hubrhl IpvhylupSSSHx letealbohl Isl
03789.png,hitler mememe hitler meme hitler meme hitler meme hitler meme hitler meme hitler,03789.png,anne [rankly i don't care
03794.png,a woman holding a sign with a rainbow flag,03794.png,tranny jesus TRAVAIL: VEGITSEELEL 'AuTOnoME died for vour evebrows
03795.png,a picture of a man in a suit and sunglasses,03795.png,evem ] can see VOU 're a cunt
03798.png,a man and woman sitting on top of a van,03798.png,"hev; i just metyow and this iS crazy Dbut [ere""s [OU number. SO camping; maybbe?"
03841.png,"a young boy standing in a field with the words when i grow, i never",03841.png,@en i gow Q [Jol mewermind
03845.png,a man in a suit and tie is giving a speech,03845.png,rev al sharpton tat gorillla was 17 bblack and unarmed
03847.png,a man with a white turbal,03847.png,meanwhile at the isis strip club
03849.png,a silver truck with a black hood and a black hood,03849.png,gnc short for give me cock
03854.png,a black and white photo of a man in uniform,03854.png,"did a Iot @f medical research didn""t hurtany animals"
03861.png,a man with a green shirt and a white background,03861.png,when vou realize pou ffought on the wrong side during wi
03864.png,a man with a tie and a white shirt,03864.png,Vou camtt bbe the victim of a school shooting [fvou're the school shooter
03865.png,a man sitting in a pool with a monkey,03865.png,after 3 Million [ears of evolution we Still love t0 relax
03869.png,a mother ' s love for the child is divine,03869.png,a mother 's Iove for the child is a divine thing
03871.png,a man in a suit and tie is sitting on the floor,03871.png,justin trudeau  Ihe imam) of canada
03874.png,a woman in a pink dress holding a yellow purse,03874.png,"one @f (the oor defenseless reftgees we hear about_ she""s smuggling 31nounds Of nure heroin"
03875.png,two dogs are standing next to each other dogs,03875.png,We're glad you're home Ue russians pooped in tbe hallwayl
03896.png,hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler hitler,03896.png,"let me salute to hitler the great he said ""iwouli have killed allthejews of the worll, hit [ keit sOlle (O Show the world why i killed thel"""
03917.png,a man in a suit and hat with a microphone,03917.png,attacking a person for who thev are or where @hey ie fron Is anattack on their people ant culture as a whole
03924.png,a man with a beard and a white beard,03924.png,three ksa dav keeps te minorites away
03927.png,a man is standing next to a bunch of goats,03927.png,after group seX mohammed is verv tired
03942.png,a man in a wheelchair with the words they just like anyone,03942.png,@ev te just [TiIhe anyone else
03947.png,a chair with a cow print on it,03947.png,@o @@e: Steved hawkiing:
03957.png,a dart dart with darts in the middle,03957.png,[law darts   musiim Style 12 20 9 14 I1 13 8 6 IB 10 15 19 2 9   17
03962.png,a young boy drinking water from a glass,03962.png,"phere""s MV [ater?"
03968.png,a man and woman kissing while holding a baby,03968.png,[hem pouFre watching tbe #roots remahe [bupou're inan interracial relationship
03971.png,a woman holding a baby in her arms,03971.png,SO was sucking om [ber (US dhen the husband walks in and i
03976.png,a crowd of people gathered around a coffin,03976.png,wariliny CVCIV has Hecutn CqwulweUhauI Mmvulve UIIIIIIS VIII Iiqraomas CVCMIMally hecomc= DHIS slale aIII Mon Lhc Jaic VdIt couiry uifferent Islal [5 carcer for which Iere IS I10 curc
03981.png,a man talking on a cell phone,03981.png,siri @ake me bbome startingroute t0 gVm]
03984.png,a man holding a rifle in a field,03984.png,wlhemgour Irother suclzs at driviing
03987.png,a man in a white suit and a red tie,03987.png,Ihe HeHeSIhale gotthe dumbsuupid Han
04125.png,a man eating popcorn,04125.png,sorry i'm late Ropa have the racist comments started vet?
04126.png,a man walking up a ladder in the clouds,04126.png,"@ider [be [IiIlhe ""you sure [ Hilled 6 miliion? Uhev aimt tp ere"
04127.png,a group of people sitting in a room with a ping po,04127.png,here we go again: US paralympics teaii reluses t0 Stand during st_
04132.png,a man holding a little girl on his lap,04132.png,"dlear ""dad""= did @l withoutpou love, the daughter vou left bbehind"
04135.png,two monkeys sitting at a desk with a paper,04135.png,"Uhere""s @mly one [ace dhe human race and that dbiing 0n the right? that's a monkey in human clothes"
04138.png,a dog with glasses on its head,04138.png,[hat do albicycle amda migger [ave [1 €ommom? @efuer works Wthhout chhains
04152.png,a black and white photo of people laying on the ground,04152.png,Over 50 sOuth africans Iost theit Iives after police openedfize duringa prolesd
04153.png,a pair of shoes sitting on the sidewalk,04153.png,[ets end racism HAVE A DREAM ARTNALUTHER KING JRa MARAT
04156.png,a man with a face full of blood and a knife,04156.png,me after i take that firSt Si[p of mcdonald $ sprite kwisiy
04157.png,a man is washing dishes in a kitchen,04157.png,real mam loads the dislwasher every nightu
04162.png,a man in a wheelchair with a microphone,04162.png,@ne of the mOSt brillant Minds in science
04163.png,a man in a black shirt,04163.png,will killtlis white Inan1 00O HM HMV MV HMV HMV HMV fans  wwe
04175.png,a man with a thumbs up and a shirt on,04175.png,im mouracisu [ecause racism iS a criqne and @rine IS for hlack ppeople
04183.png,a woman holding a sign that says back of murder,04183.png,back Off murderers we fight for justice Wmrioll EAW Cn ORER lolW (
04185.png,a goat with a leash tied to it ' s neck,04185.png,Whem gou meed a diaper because vou're a still a baby
04187.png,a group of people dancing in a room,04187.png,this is howv muslims celebrate ew vear
04217.png,a man and woman with headphones on,04217.png,[hale a coke and a smillet regem: always coca cola coke adds [iles ma: nevermore coca COla
04239.png,"a cartoon mouse with the words, when you ' ret, you ' ret",04239.png,whhem vou fart in crowvd amd @v .o look montal
04253.png,a black and white photo of a field full of soldiers,04253.png,sadwocd [bisuon
04256.png,a car that is damaged,04256.png,me and styrofoam VUp)__both white trash
04257.png,a man sitting on a couch with a quote on it,04257.png,"how sad it must be for supporters believing that scientist, scholars, historians; economist, and journalists have devoted their entire lives t0 deceiving america; While a reality-tv star with dlecades of fraud and exhaustively-documented Iving is vour heacon Of honesty"
04263.png,a man with a beard and a hat,04263.png,holocaust jokes are offensive ann frankly aren't funnv
04265.png,cotton farmers in a cotton field,04265.png,f(arming simulator 1800
04267.png,a man with a microphone in front of a microphone,04267.png,i'in not saving it was muslims ON but it was muslims
04268.png,a group of people sitting on a bus,04268.png,guesS Which one is which? TTEMMES 1 transgender; 2. suicide bomber or 3.a floor Iamp
04273.png,a woman with purple hair and a black jacket,04273.png,have ou seen my bag
04278.png,never it donee who has not to do anything,04278.png,never let someone who has dote nothing tell vOu how to do anything
04281.png,a man carrying a large earth on his back,04281.png,patty cake patty cake butthole Qand  got tourettes syndrome chicken fucked ham
04287.png,a woman sitting on the ground with her legs crossed,04287.png,@ats [L back t0 the Hitchedl @hhere s Iny Sarmicb? WomemFs dayis overl
04295.png,a native man with a feather headdre and a quote,04295.png,when black people Say they are native american
04296.png,a poster with a bicycle and a man,04296.png,mow [magize native american cowhoys rode bicycles
04316.png,a white cat wearing glasses and reading a book,04316.png,"algebra and geometry  are fne, Dbull graphing IS @here wou drawa [ine"
04319.png,a young boy drinking water from a bottle,04319.png,"sometimes; vou [ape to Walter vour farm eqjuiipmvent s0 @t doesm"" overbead"
04321.png,hillary clinton 2016 election mememe,04321.png,"""ifthat (clin [bastard wins, we're alll going to hang fiot mooses! vou better fix thbis shid"" -hillary clinton email t0 donna brazile october 17,2016"
04325.png,a person is sitting at a table with a glass,04325.png,its a 3-day weekend pace vourself
04326.png,a man eating a bowl of noodles with chops,04326.png,when the chow mein was 0n point but vou kinda miss vour cat
04328.png,a man sitting on the ground with a horse in the background,04328.png,[I omly dogs coulld pick up after Uemsetves SIC Neikbe_
04356.png,a man with a big afro and a smile,04356.png,idilueasikpalibs E Clluiues geillme Of slavery
04361.png,a black and white photo of a man with a beard and a beard,04361.png,iSlam Quming every single coudCuny 6 @ouclbes indo a shidhole for ouer 11400 pears
04372.png,a child with a mohawk in the bathtub,04372.png,My sister gave me Ubis haieualezilekel [erz
